"MOD_NAME","ITM_NAME","PAG_NAME","DSCR","ITM_TYPE","FLD_LEN","DECML","ITM_REQUIRED","ITM_UNIQUE"
"GAIT_AXIVITY","StepVelocitycmsec_STD","","Standard deviation of mean gait speed ","NUMBER","18","8","",""
"GAIT_AXIVITY","StopTime","","The AX6 monitor StopTime metadata","DATE","20","","",""
"GAIT_AXIVITY","stpRegAP","","Step regularity (calculated from autocorrelation function) anterior-posterior axis (ap)","NUMBER","18","8","",""
"GAIT_AXIVITY","stpRegAP_STD","","Standard deviation of step regularity (calculated from autocorrelation function) anterior-posterior axis (ap)","NUMBER","18","8","",""
"GAIT_AXIVITY","stpRegML","","Step regularity (calculated from autocorrelation function) medio-lateral axis (ml)","NUMBER","18","8","",""
"GAIT_AXIVITY","stpRegML_STD","","Standard deviation of step regularity (calculated from autocorrelation function) medio-lateral axis (ml)","NUMBER","18","8","",""
"GAIT_AXIVITY","stpRegV","","Step regularity (calculated from autocorrelation function) vertical axis (v)","NUMBER","18","8","",""
"GAIT_AXIVITY","stpRegV_STD","","Standard deviation of step regularity (calculated from autocorrelation function) vertical axis (v)","NUMBER","18","8","",""
"GAIT_AXIVITY","strideTime","","Mean stride time (calculated from autocorrelation function)","NUMBER","18","8","",""
"GAIT_AXIVITY","strideTime_STD","","Standard deviation of mean stride time (calculated from autocorrelation function)","NUMBER","18","8","",""
"GAIT_AXIVITY","strRegAP","","Stride regularity (calculated from autocorrelation function) anterior-posterior axis (ap)","NUMBER","18","8","",""
"GAIT_AXIVITY","strRegAP_STD","","Standard deviation of stride regularity (calculated from autocorrelation function) anterior-posterior axis (ap)","NUMBER","18","8","",""
"GAIT_AXIVITY","strRegML","","Stride regularity (calculated from autocorrelation function) medio-lateral axis (ml)","NUMBER","18","8","",""
"GAIT_AXIVITY","strRegML_STD","","Standard deviation of stride regularity (calculated from autocorrelation function) medio-lateral axis (ml)","NUMBER","18","8","",""
"GAIT_AXIVITY","strRegV","","Stride regularity (calculated from autocorrelation function) vertical axis (v)","NUMBER","18","8","",""
"GAIT_AXIVITY","strRegV_STD","","Standard deviation of stride regularity (calculated from autocorrelation function) vertical axis (v)","NUMBER","18","8","",""
"GAIT_AXIVITY","SumSVMDaymg","","Sum signal vector magnitude at day time - median value of all days","NUMBER","18","8","",""
"GAIT_AXIVITY","SumSVMNightmg","","Sum signal vector magnitude at night time - median value of all days","NUMBER","18","8","",""
"GAIT_AXIVITY","TimeOfRotationsec","","Time of position changes during sleep time -median value of all nights","NUMBER","18","8","",""
"GAIT_AXIVITY","TotalNapTimemin","","Mean sleep time at day -median value of all nights","NUMBER","18","8","",""
"GAIT_AXIVITY","UpSideDownDetected","","Binary integer variable which will be set to 0 if no epochs were classified as upside-down wear between any daysâ€™ starts and ends. If 1 or more upside-down wear epochs exist between any dayâ€™s starts and ends, the variable will be set to 1.","NUMBER","18","8","",""
"GAIT_AXIVITY","ValidDays10HR","","Integer variable which indicates how many days contain 10 or more hours of valid wear-time","NUMBER","18","8","",""
"GAIT_AXIVITY","ValidDays6HR","","Integer variable which indicates how many days contain 6 or more hours of valid wear-time","NUMBER","18","8","",""
"GAIT_AXIVITY","VelocityOfRotationdegsec","","Velocity of position changes during sleep time -median value of all nights","NUMBER","18","8","",""
"GAIT_AXIVITY","VISNO","","Visit number(e.g. V01)","CHAR","18","4","",""
"GAIT_AXIVITY","WakeTimeNightminutes","","Wake time at night -median value of all nights","NUMBER","18","8","",""
"GAIT_AXIVITY","WalkingTime","","Walking time in hours","NUMBER","18","8","",""
"GAIT_AXIVITY","WalkTimeNightminutes","","Walk time at night -median value of all nights","NUMBER","18","8","",""
"GAIT_AXIVITY","wdAP","","Width of the dominant frequency in the power spectrum frequency domain anterior-posterior (ap) axis","NUMBER","18","8","",""
"GAIT_AXIVITY","wdAP_STD","","Standard deviation of width of the dominant frequency in the power spectrum frequency domain anterior-posterior (ap) axis","NUMBER","18","8","",""
"GAIT_AXIVITY","wdML","","Width of the dominant frequency in the power spectrum frequency domain medio-lateral (ml) axis","NUMBER","18","8","",""
"GAIT_AXIVITY","wdML_STD","","Standard deviation of width of the dominant frequency in the power spectrum frequency domain medio-lateral (ml) axis","NUMBER","18","8","",""
"GAIT_AXIVITY","wdV","","Width of the dominant frequency in the power spectrum frequency domain vertical axis (v)","NUMBER","18","8","",""
"GAIT_AXIVITY","wdV_STD","","Standard deviation of width of the dominant frequency in the power spectrum frequency domain vertical axis (v)","NUMBER","18","8","",""
"GAIT_AXIVITY","x_10_20Sec","","Number of walking bouts between 10<x<=20 sec - median value of all days","NUMBER","18","5","",""
"GAIT_AXIVITY","x_20_30Sec","","Number of walking bouts between 20<x<=30 sec  - median value of all days","NUMBER","18","5","",""
"GAIT_AXIVITY","x_30_60Sec","","Number of walking bouts between 30<x<=60 sec  - median value of all days","NUMBER","18","5","",""
"GAIT_AXIVITY","x_5_10Sec","","Number of walking bouts between 5<=x<=10 sec - median value of all days","NUMBER","18","5","",""
"GAIT_AXIVITY","x_60_120Sec","","Number of walking bouts 60<x<=120 sec  - median value of all days","NUMBER","18","5","",""
"GAIT_AXIVITY","x__120Sec","","Number of walking bouts x> 120 sec  - median value of all days","NUMBER","18","5","",""
"GAIT_OPALS","","","Gait Data & Arm swing (Opals)","","","","",""
"GAIT_OPALS","ASA_DT","","ASA dual task walking (%)","NUMBER","18","8","",""
"GAIT_OPALS","ASA_U","","ASA base walking (%)","NUMBER","18","8","",""
"GAIT_OPALS","ASYM_IND_DT","","Asymmetry index dual task walking (%)","NUMBER","18","8","",""
"GAIT_OPALS","ASYM_IND_U","","Asymmetry index base walking (%)","NUMBER","18","8","",""
"GAIT_OPALS","CAD_DT","","Cadence dual task walking (step/min)","NUMBER","18","8","",""
"GAIT_OPALS","CAD_U","","Cadence base walking (step/min)","NUMBER","18","8","",""
"GAIT_OPALS","CNO","","Center number","NUMBER","18","4","",""
"GAIT_OPALS","COHORT","","COHORT (1-asymptomatic relatives, 2-true controls, 3 PD)","NUMBER","18","1","",""
"GAIT_OPALS","EVENT_INFO","","Event details comprised from the number of the center, subject ID and visit number","CHAR","18","","",""
"GAIT_OPALS","INFODT","","Event date","DATE","18","","",""
"GAIT_OPALS","JERK_T_DT","","Jerk dual task walking (m/sec^3)","NUMBER","18","8","",""
"GAIT_OPALS","JERK_T_U","","Jerk base walking (m/sec^3)","NUMBER","18","8","",""
"GAIT_OPALS","LA_AMP_DT","","Left arm amplitude dual task walking (deg)","NUMBER","18","8","",""
"GAIT_OPALS","LA_AMP_U","","Left arm amplitude base walking (deg)","NUMBER","18","8","",""
"GAIT_OPALS","LA_STD_DT","","Left arm variability dual task walking (%)","NUMBER","18","8","",""
"GAIT_OPALS","LA_STD_U","","Left arm variability base walking (%)","NUMBER","18","8","",""
"GAIT_OPALS","L_JERK_DT","","Jerk Left dual task walking (deg/sec^3)","NUMBER","18","8","",""
"GAIT_OPALS","L_JERK_U","","Jerk Left base walking (deg/sec^3)","NUMBER","18","8","",""
"GAIT_OPALS","PATNO","","Patient number","NUMBER","18","4","",""
"GAIT_OPALS","RA_AMP_DT","","Right arm amplitude dual task walking (deg)","NUMBER","18","8","",""
"GAIT_OPALS","RA_AMP_U","","Right arm amplitude base walking (deg)","NUMBER","18","8","",""
"GAIT_OPALS","RA_STD_DT","","Right arm variability dual task walking (%)","NUMBER","18","8","",""
"GAIT_OPALS","RA_STD_U","","Right arm variability base walking (%)","NUMBER","18","8","",""
"GAIT_OPALS","R_JERK_DT","","Jerk Right dual task walking (deg/sec^3)","NUMBER","18","8","",""
"GAIT_OPALS","R_JERK_U","","Jerk Right base walking (deg/sec^3)","NUMBER","18","8","",""
"GAIT_OPALS","SP_DT","","Dual task speed walking (m/sec)","NUMBER","18","8","",""
"GAIT_OPALS","SP_U","","Speed base walking (m/sec)","NUMBER","18","8","",""
"GAIT_OPALS","STEP_REG_DT","","Step Regularity dual task walking (g^2)","NUMBER","18","8","",""
"GAIT_OPALS","STEP_REG_U","","Step Regularity base walking (g^2)","NUMBER","18","8","",""
"GAIT_OPALS","STEP_SYM_DT","","Step Symmetry dual task walking","NUMBER","18","8","",""
"GAIT_OPALS","STEP_SYM_U","","Step Symmetry base walking","NUMBER","18","8","",""
"GAIT_OPALS","STR_CV_DT","","Stride CV dual task walking (%)","NUMBER","18","8","",""
"GAIT_OPALS","STR_CV_U","","Stride CV base walking (%)","NUMBER","18","8","",""
"GAIT_OPALS","STR_T_DT","","Average stride time dual task walking (sec)","NUMBER","18","8","",""
"GAIT_OPALS","STR_T_U","","Average stride time base walking (sec)","NUMBER","18","8","",""
"GAIT_OPALS","SW_FREQ_CL","","Centroidal frequency eyes close sway (HZ)","NUMBER","18","15","",""
"GAIT_OPALS","SW_FREQ_OP","","Centroidal frequency eyes open sway (HZ)","NUMBER","18","15","",""
"GAIT_OPALS","SW_JERK_CL","","Jerk eyes close sway (m/sec^3)","NUMBER","18","15","",""
"GAIT_OPALS","SW_JERK_OP","","Jerk eyes open sway (m/sec^3)","NUMBER","18","15","",""
"GAIT_OPALS","SW_PATH_CL","","Eyes close sway path (m/sec^2)","NUMBER","18","15","",""
"GAIT_OPALS","SW_PATH_OP","","Eyes open sway path (m/sec^2)","NUMBER","18","15","",""
"GAIT_OPALS","SW_VEL_CL","","Eyes close sway velocity (m/sec)","NUMBER","18","15","",""
"GAIT_OPALS","SW_VEL_OP","","Eyes open sway velocity (m/sec)","NUMBER","18","15","",""
"GAIT_OPALS","SYM_DT","","Arms symmetry dual task walking (%)","NUMBER","18","8","",""
"GAIT_OPALS","SYM_U","","Arms symmetry base walking (%)","NUMBER","18","8","",""
"GAIT_OPALS","TRA_DT","","Trunk Rotation Asymmetry dual task walking (%)","NUMBER","18","8","",""
"GAIT_OPALS","TRA_U","","Trunk Rotation Asymmetry base walking (%)","NUMBER","18","8","",""
"GAIT_OPALS","TUG1_DUR","","TUG1 duration (sec)","NUMBER","18","8","",""
"GAIT_OPALS","TUG1_STEP_NUM","","TUG1 number of step (#number)","NUMBER","18","8","",""
"GAIT_OPALS","TUG1_STEP_REG","","TUG1 Step regularity (g^2)","NUMBER","18","8","",""
"GAIT_OPALS","TUG1_STEP_SYM","","TUG1 step symmetry","NUMBER","18","8","",""
"GAIT_OPALS","TUG1_STRAIGHT_DUR","","TUG1 Average step duration during straight  walking (sec)","NUMBER","18","8","",""
"GAIT_OPALS","TUG1_TURNS_DUR","","TUG1 Average step duration during turns (sec)","NUMBER","18","8","",""
"GAIT_OPALS","TUG2_DUR","","TUG2 duration (sec)","NUMBER","18","8","",""
"GAIT_OPALS","TUG2_STEP_NUM","","TUG2 number of step (#number)","NUMBER","18","8","",""
"GAIT_OPALS","TUG2_STEP_REG","","TUG2 Step regularity (g^2)","NUMBER","18","8","",""
"GAIT_OPALS","TUG2_STEP_SYM","","TUG2 step symmetry","NUMBER","18","8","",""
"GAIT_OPALS","TUG2_STRAIGHT_DUR","","TUG2 Average step duration during straight  walking (sec)","NUMBER","18","8","",""
"GAIT_OPALS","TUG2_TURNS_DUR","","TUG2 Average step duration during turns (sec)","NUMBER","18","8","",""
"GAIT_OPALS","T_AMP_DT","","Average trunk amplitude dual task walking (deg)","NUMBER","18","8","",""
"GAIT_OPALS","T_AMP_U","","Average trunk amplitude base walking (deg)","NUMBER","18","8","",""
"GAIT_OPALS","VISNO","","Visit number(e.g. V01)","CHAR","","","",""
"GDSSHORT"," ","GDSSHORT","Geriatric Depression Scale (Short Version)","","","","",""
"GDSSHORT","CNO","GDSSHORT","Site Number","NUMBER","12","0","True","False"
"GDSSHORT","EVENT_ID","GDSSHORT","Visit ID","CHAR","6","","True","False"
"GDSSHORT","GDSAFRAD","GDSSHORT","Afraid something bad will happen to you?","NUMBER","1","0","False","False"
"GDSSHORT","GDSALIVE","GDSSHORT","Wonderful to be alive now?","NUMBER","1","0","False","False"
"GDSSHORT","GDSBETER","GDSSHORT","Most people are better off than you are?","NUMBER","1","0","False","False"
"GDSSHORT","GDSBORED","GDSSHORT","Often get bored?","NUMBER","1","0","False","False"
"GDSSHORT","GDSDROPD","GDSSHORT","Dropped many activities and interests?","NUMBER","1","0","False","False"
"GDSSHORT","GDSEMPTY","GDSSHORT","Feel that your life is empty?","NUMBER","1","0","False","False"
"GDSSHORT","GDSENRGY","GDSSHORT","Feel full of energy?","NUMBER","1","0","False","False"
"GDSSHORT","GDSGSPIR","GDSSHORT","In good spirits most of the time?","NUMBER","1","0","False","False"
"GDSSHORT","GDSHAPPY","GDSSHORT","Feel happy most of the time","NUMBER","1","0","False","False"
"GDSSHORT","GDSHLPLS","GDSSHORT","Often feel helpless?","NUMBER","1","0","False","False"
"GDSSHORT","GDSHOME","GDSSHORT","Prefer to stay at home?","NUMBER","1","0","False","False"
"GDSSHORT","GDSHOPLS","GDSSHORT","Feel that your situation is hopeless?","NUMBER","1","0","False","False"
"GDSSHORT","GDSMEMRY","GDSSHORT","More problems with memory than most?","NUMBER","1","0","False","False"
"GDSSHORT","GDSSATIS","GDSSHORT","Basically satisfied with your life?","NUMBER","1","0","False","False"
"GDSSHORT","GDSWRTLS","GDSSHORT","Feel pretty worthless the way you are?","NUMBER","1","0","False","False"
"GDSSHORT","INFODT","GDSSHORT","Assessment Date","DATE","","","True","False"
"GDSSHORT","LAST_UPDATE","GDSSHORT","Date of most recent update to record","DATE","","","True","False"
"GDSSHORT","ORIG_ENTRY","GDSSHORT","Date of original data entry","DATE","","","True","False"
"GDSSHORT","PAG_NAME","GDSSHORT","Page Name","CHAR","13","","True","False"
"GDSSHORT","PATNO","GDSSHORT","Participant ID","NUMBER","18","0","True","False"
"GDSSHORT","REC_ID","GDSSHORT","Record ID","CHAR","36","","True","True"
"GENPHYEX"," ","GENPHYEX","General Physical Exam","","","","",""
"GENPHYEX","ABNORM","GENPHYEX","Response","NUMBER","1","0","False","False"
"GENPHYEX","ABNORMCM","GENPHYEX","Comment","CHAR","","","False","False"
"GENPHYEX","CNO","GENPHYEX","Site Number","NUMBER","12","0","True","False"
"GENPHYEX","EVENT_ID","GENPHYEX","Visit ID","CHAR","6","","True","False"
"GENPHYEX","INFODT","GENPHYEX","Assessment Date","DATE","","","True","False"
"GENPHYEX","LAST_UPDATE","GENPHYEX","Date of most recent update to record","DATE","","","True","False"
"GENPHYEX","ORIG_ENTRY","GENPHYEX","Date of original data entry","DATE","","","True","False"
"GENPHYEX","PAG_NAME","GENPHYEX","Page Name","CHAR","13","","True","False"
"GENPHYEX","PATNO","GENPHYEX","Participant ID","NUMBER","18","0","True","False"
"GENPHYEX","PECAT","GENPHYEX","Category","CHAR","50","","False","False"
"GENPHYEX","PESEQ","GENPHYEX","Number","NUMBER","12","0","False","False"
"GENPHYEX","REC_ID","GENPHYEX","Record ID","CHAR","36","","True","True"
"GMVOLUME","","","Grey Matter volume extraction from MRI T1","CHAR","8","","",""
"GMVOLUME","EVENT_ID","","Event Name","CHAR","8","","",""
"GMVOLUME","GM_VOLUME","","Extracted grey matter volume in mm cubed","NUMBER","","0","",""
"GMVOLUME","IMAGEID","","Image ID","NUMBER","8","0","",""
"GMVOLUME","MRIDATE","","Date of MRI scan","DATE","","","",""
"GMVOLUME","PATNO","","Patient Number","CHAR","8","","",""
"HVLT"," ","HVLT","Hopkins Verbal Learning Test - Revised","","","","",""
"HVLT","AGE_ASSESS_HVLT","","Age at Assessment - HVLT","NUMBER","8","0","",""
"HVLT","CNO","HVLT","Site Number","NUMBER","12","0","True","False"
"HVLT","DVT_DELAYED_RECALL","","Derived-Delayed Recall T-Score","NUMBER","8","0","",""
"HVLT","DVT_RECOG_DISC_INDEX","","Derived-Recog. Discrim. Index T-Score","NUMBER","8","0","",""
"HVLT","DVT_RETENTION","","Derived-Retention T-Score","NUMBER","8","0","",""
"HVLT","DVT_TOTAL_RECALL","","Derived-Total Recall T-Score","NUMBER","8","0","",""
"HVLT","EVENT_ID","HVLT","Visit ID","CHAR","6","","True","False"
"HVLT","HVLTFPRL","HVLT","Delayed Recognition - Total # false positives, related","NUMBER","12","0","False","False"
"HVLT","HVLTFPUN","HVLT","Delayed Recognition - Total # false positives, unrelated","NUMBER","12","0","False","False"
"HVLT","HVLTRDLY","HVLT","Delayed Recall Trial 4","NUMBER","12","0","False","False"
"HVLT","HVLTREC","HVLT","Delayed Recognition - Total # true positives","NUMBER","12","0","False","False"
"HVLT","HVLTRT1","HVLT","Immediate Recall Trial 1","NUMBER","12","0","False","False"
"HVLT","HVLTRT2","HVLT","Immediate Recall Trial 2","NUMBER","12","0","False","False"
"HVLT","HVLTRT3","HVLT","Immediate Recall Trial 3","NUMBER","12","0","False","False"
"HVLT","HVLTVRSN","HVLT","HVLT-R Test Booklet Version used","NUMBER","1","0","False","False"
"HVLT","HVLTVRSNCM","HVLT","Used different form than indicated in the protocol comment","CHAR","","","False","False"
"HVLT","INFODT","HVLT","Assessment Date","DATE","","","True","False"
"HVLT","LAST_UPDATE","HVLT","Date of most recent update to record","DATE","","","True","False"
"HVLT","ORIG_ENTRY","HVLT","Date of original data entry","DATE","","","True","False"
"HVLT","PAG_NAME","HVLT","Page Name","CHAR","13","","True","False"
"HVLT","PATNO","HVLT","Participant ID","NUMBER","18","0","True","False"
"HVLT","REC_ID","HVLT","Record ID","CHAR","36","","True","True"
"ICFLOG"," ","ICFLOG","Informed Consent Tracking Log","","","","",""
"ICFLOG","CNO","ICFLOG","Site Number","NUMBER","12","0","True","False"
"ICFLOG","CNTBRTS","ICFLOG","Consent to share contact info with Pathology Core","NUMBER","1","0","False","False"
"ICFLOG","CNTVER","","Consent to contact by Verily Study team","CHAR","1","","",""
"ICFLOG","EVENT_ID","ICFLOG","Visit ID","CHAR","6","","True","False"
"ICFLOG","FNDSHR","ICFLOG","Consent to share contact info with FOUND","NUMBER","1","0","False","False"
"ICFLOG","ICFAPPDT","ICFLOG","Date ICF signed","DATE","","","False","False"
"ICFLOG","ICFPRTCL","ICFLOG","Select Protocol for Consent","NUMBER","1","0","False","False"
"ICFLOG","ICFRSN","ICFLOG","Reason for Consent","NUMBER","1","0","False","False"
"ICFLOG","ICFRSNCM","ICFLOG","Reason for reconsent comment","CHAR","","","False","False"
"ICFLOG","INFODT","ICFLOG","Assessment Date","DATE","","","True","False"
"ICFLOG","IRBAPPDT","ICFLOG","Site IRB approval date","DATE","","","False","False"
"ICFLOG","LAST_UPDATE","ICFLOG","Date of most recent update to record","DATE","","","True","False"
"ICFLOG","ORIG_ENTRY","ICFLOG","Date of original data entry","DATE","","","True","False"
"ICFLOG","PAG_NAME","ICFLOG","Page Name","CHAR","13","","True","False"
"ICFLOG","PATNO","ICFLOG","Participant ID","NUMBER","18","0","True","False"
"ICFLOG","RECNT","ICFLOG","Consent to future contact:","NUMBER","1","0","False","False"
"ICFLOG","REC_ID","ICFLOG","Record ID","CHAR","36","","True","True"
"ICFLOG","SITEVDT","ICFLOG","Site version date","DATE","","","False","False"
"ICFLOG","STUDYVDT","ICFLOG","Study template version date","DATE","","","False","False"
"IDEA"," ","IDEA","IDEA Cognitive Screen","","","","",""
"IDEA","CNO","IDEA","Site Number","NUMBER","12","0","True","False"
"IDEA","EVENT_ID","IDEA","Visit ID","CHAR","6","","True","False"
"IDEA","IDEA1DESC","IDEA","IDEA Cognitive Screen Question 1","NUMBER","1","0","False","False"
"IDEA","IDEA2NAMING","IDEA","IDEA Cognitive Screen Question 2","NUMBER","1","0","False","False"
"IDEA","IDEA3LEADER","IDEA","IDEA Cognitive Screen Question 3","NUMBER","1","0","False","False"
"IDEA","IDEA4DAY","IDEA","IDEA Cognitive Screen Question 4","NUMBER","1","0","False","False"
"IDEA","IDEA5WORDS","IDEA","IDEA Cognitive Screen Question 5","NUMBER","1","0","False","False"
"IDEA","IDEA6CORRECT","IDEA","IDEA Cognitive Screen Question 6 - Matchstick heads are orientated correctly","NUMBER","1","0","False","False"
"IDEA","IDEA6MIDDLE","IDEA","IDEA Cognitive Screen Question 6 - Middle two matchstick heads pointing same way","NUMBER","1","0","False","False"
"IDEA","IDEA6NO","IDEA","IDEA Cognitive Screen Question 6 - No part of the design was performed correctly","NUMBER","1","0","False","False"
"IDEA","IDEA6OUTSIDE","IDEA","IDEA Cognitive Screen Question 6 - Outside two matchsticks pointing at an angle","NUMBER","1","0","False","False"
"IDEA","IDEATOTAL","IDEA","IDEA Cogntive Screen Total Score","NUMBER","12","0","False","False"
"IDEA","INFODT","IDEA","Assessment Date","DATE","","","True","False"
"IDEA","LAST_UPDATE","IDEA","Date of most recent update to record","DATE","","","True","False"
"IDEA","ORIG_ENTRY","IDEA","Date of original data entry","DATE","","","True","False"
"IDEA","PAG_NAME","IDEA","Page Name","CHAR","13","","True","False"
"IDEA","PATNO","IDEA","Participant ID","NUMBER","18","0","True","False"
"IDEA","REC_ID","IDEA","Record ID","CHAR","36","","True","True"
"INBEDTIMES","age_seconds","","Participant's pseudo-age in seconds","DATE","0","0","",""
"INBEDTIMES","end_time_local","","Timestamp of the offset of inbed time. Represented in participant's local time","TIME","8","0","",""
"INBEDTIMES","end_time_ms","","Timestamp of the offset of inbed time. Represented in epoch time","CHAR","25","0","",""
"INBEDTIMES","start_time_local","","Timestamp of the onset of inbed time. Represented in participant's local time","TIME","8","0","",""
"INBEDTIMES","start_time_ms","","Timestamp of the onset of inbed time. Represented in epoch time","CHAR","25","0","",""
"INBEDTIMES","subject","","Participant ID","CHAR","16","0","",""
"INBEDTIMES","time_day","","Day of week","CHAR","3","0","",""
"INBEDTIMES","time_local","","Time in participant's local time zone","TIME","8","0","",""
"INBEDTIMES","time_ms","","Epoch time (Convert all millisecond timestamps in the PST (-7:00) timezone to get the day of week and local time)","CHAR","25","0","",""
"INEX"," ","INEX","Inclusion Exclusion","","","","",""
"INEX","CNO","INEX","Site Number","NUMBER","12","0","True","False"
"INEX","EVENT_ID","INEX","Visit ID","CHAR","6","","True","False"
"INEX","EX60DYPDRX","INEX","Has taken levodopa, dopamine agonists, MAO-B inhibitors or amantadine within 60 days of Baseline visit, except for low-dose treatment of restless leg syndrome (with permission of medical monitor).","NUMBER","1","0","False","False"
"INEX","EX90DYPDRX","INEX","Has taken levodopa or dopamine agonists prior to Baseline visit for more than a total of 90 days.","NUMBER","1","0","False","False"
"INEX","EXABCOND","INEX","Any other medical or psychiatric condition or lab abnormality, which in the opinion of the investigator might preclude participation.","NUMBER","1","0","False","False"
"INEX","EXANTCOAG","INEX","Current treatment with anticoagulants (e.g., coumadin, heparin, oral thrombin inhibitors) that might preclude safe completion of the lumbar puncture.","NUMBER","1","0","False","False"
"INEX","EXATYPPD","INEX","Atypical PD syndromes due to either drugs (e.g., metoclopramide, flunarizine, neuroleptics) or metabolic disorders (e.g. Wilson's disease), encephalitis, or degenerative diseases (e.g., progressive supranuclear palsy).","NUMBER","1","0","False","False"
"INEX","EXCURPDRX","INEX","Currently taking levodopa, dopamine agonists, MAO-B inhibitors, amantadine or another PD medication, except for low-dose treatment of restless leg syndrome (with permission of medical monitor).","NUMBER","1","0","False","False"
"INEX","EXDARX6MO","INEX","Received any of the following drugs: dopamine receptor blockers (neuroleptics), metoclopramide and reserpine within 6 months of Baseline visit.","NUMBER","1","0","False","False"
"INEX","EXDEMNTDX","INEX","A clinical diagnosis of dementia as determined by the investigator.","NUMBER","1","0","False","False"
"INEX","EXFAMPD","INEX","First degree relative with PD (i.e. biologic parent, sibling, child)","NUMBER","1","0","False","False"
"INEX","EXNEURCURR","INEX","Current or active clinically significant neurological disorder (in the opinion of the Investigator).","NUMBER","1","0","False","False"
"INEX","EXNEURMRI","INEX","Previously obtained MRI scan with evidence of clinically significant neurological disorder (in the opinion of the Investigator).","NUMBER","1","0","False","False"
"INEX","EXOTHRSN","INEX","Any other reason that, in the opinion of the investigator, would render the participant unsuitable for study enrollment.","NUMBER","1","0","False","False"
"INEX","EXPDDEMDX","INEX","Clinical diagnosis of PD at screening, other parkinsonism, or dementia.","NUMBER","1","0","False","False"
"INEX","EXUNSAFLP","INEX","Condition that precludes the safe performance of routine lumbar puncture, such as prohibitive lumbar spinal disease, bleeding diathesis, or clinically significant coagulopathy or thrombocytopenia.","NUMBER","1","0","False","False"
"INEX","IN2CARDPD","INEX","Patients must have at least two of the following: resting tremor, bradykinesia, rigidity (must have either resting tremor or bradykinesia); OR either asymmetric resting tremor or asymmetric bradykinesia.","NUMBER","1","0","False","False"
"INEX","IN2YRPD","INEX","A diagnosis of Parkinson's disease for 2 years or less at Screening Visit.","NUMBER","1","0","False","False"
"INEX","INAGE30","INEX","Male or female age 30 years or older at Screening visit.","NUMBER","1","0","False","False"
"INEX","INAGE6030","INEX","Male or female age 60 years or older (except age 30 years or older for SNCA, or rare genetic mutations (such as Parkin or Pink1) participants).","NUMBER","1","0","False","False"
"INEX","INCNST","INEX","Able to provide informed consent.","NUMBER","1","0","False","False"
"INEX","INDATSCN","INEX","Confirmation that participant is eligible based on Screening DaTscan imaging.","NUMBER","1","0","False","False"
"INEX","INFODT","INEX","Assessment Date","DATE","","","True","False"
"INEX","INHOLDRX","INEX","Individuals taking any of the following drugs: alpha methyldopa, methylphenidate, amphetamine derivatives or modafinil, must be willing and medically able to hold the medication for at least 5 half-lives before DaTscan imaging.","NUMBER","1","0","False","False"
"INEX","INHY1OR2","INEX","Hoehn and Yahr stage I or II at Baseline.","NUMBER","1","0","False","False"
"INEX","INHY1TO3","INEX","Hoehn and Yahr stage I or II or III at Baseline.","NUMBER","1","0","False","False"
"INEX","INLRRK2GBA","INEX","Confirmation of causative LRRK2 or GBA (willingness to undergo genetic testing as part of genetic screening and be informed of genetic testing results, or approved documentation of prior genetic testing results).","NUMBER","1","0","False","False"
"INEX","INNOMED6MO","INEX","Not expected to require PD medication within at least 6 months from Baseline.","NUMBER","1","0","False","False"
"INEX","INPDDX30","INEX","Male or female age 30 years or older at Screening Visit.","NUMBER","1","0","False","False"
"INEX","INPDSC","INEX","Parkinson's disease diagnosis at Screening Visit.","NUMBER","1","0","False","False"
"INEX","INPREGNT","INEX","Male or a female of childbearing potential who is not pregnant, lactating, or planning pregnancy during the study must have a negative pregnancy test on day of Screening DaTscan imaging test prior to injection of DaTscan","NUMBER","1","0","False","False"
"INEX","INPRESCRN","INEX","Confirmation that participant is eligible based on centrally determined predictive criteria including the University of Pennsylvania Smell Identification Test (UPSIT), prior to completion of Screening DaTscan imaging.","NUMBER","1","0","False","False"
"INEX","INSNCAPARK","INEX","Confirmation of causative SNCA or rare genetic variant (such as Parkin or Pink1) (willingness to undergo genetic testing as part of genetic screening and be informed of genetic testing results, or approved documentation of prior genetic testing results).","NUMBER","1","0","False","False"
"INEX","LAST_UPDATE","INEX","Date of most recent update to record","DATE","","","True","False"
"INEX","ORIG_ENTRY","INEX","Date of original data entry","DATE","","","True","False"
"INEX","PAG_NAME","INEX","Page Name","CHAR","13","","True","False"
"INEX","PATNO","INEX","Participant ID","NUMBER","18","0","True","False"
"INEX","REC_ID","INEX","Record ID","CHAR","36","","True","True"
"IUSM_CATALOG","ALIAS_ID","","Patient Number","CHAR","100","","",""
"IUSM_CATALOG","CLINICAL_EVENT","","Event Name","CHAR","100","","",""
"IUSM_CATALOG","CONCENTRATION","","Concentration","NUMBER","12","4","",""
"IUSM_CATALOG","CUSTODIAL_DOMAIN","","Custodial Domain","CHAR","10","","",""
"IUSM_CATALOG","MASS_UG","","Mass ug","NUMBER","12","4","",""
"IUSM_CATALOG","NUM_AVAILABLE","","Num Aliquots Available","CHAR","100","","",""
"IUSM_CATALOG","QC","","QC Status","CHAR","100","","",""
"IUSM_CATALOG","QUANTITY","","Quantity","NUMBER","12","4","",""
"IUSM_CATALOG","QUANTITY_UNITS","","Quantity Units","CHAR","100","","",""
